Sample_no,Date,Week,GrowthLength,StemSize,FloweringScore
1594,2020-03-22,42,70.0,4.4,7.0
1596,2020-03-29,43,100.0,3.5,4.0
1598,2020-03-29,43,70.0,3.8,7.0
1599,2020-04-12,45,0.0,3.4,1.0
1600,2020-04-12,45,0.0,4.2,2.0
1601,2020-04-12,45,0.0,3.7,2.0
1602,2020-04-12,45,0.0,4.5,3.0
1603,2020-04-19,46,0.0,7.3,0.0
1604,2020-04-19,46,0.0,4.5,0.0
1606,2020-04-19,46,0.0,5.2,0.0
1607,2020-04-26,47,0.0,8.4,0.0
1608,2020-04-26,47,0.0,4.9,0.0
1611,2020-05-03,48,0.0,12.1,0.0
1612,2020-05-03,48,0.0,5.7,0.0
1613,2020-05-03,48,0.0,6.5,0.0
1614,2020-05-03,48,0.0,7.2,0.0
1616,2020-05-10,49,0.0,6.7,0.0
1617,2020-05-10,49,0.0,8.2,0.0
1618,2020-05-10,49,0.0,8.4,0.0
1620,2019-12-30,20,100.0,9.02,2.67
1621,2019-12-30,20,150.0,9.89,1.27
1622,2019-12-30,20,130.0,8.46,1.33
1623,2021-11-12,1,0.0,87.0,6.3
1624,2021-11-12,1,0.0,66.0,6.0
1625,2021-11-12,1,0.0,68.0,5.0
1626,2021-11-12,1,0.0,83.0,7.3
1627,2020-01-02,17,0.0,11.0,9.5
1628,2020-01-02,17,0.0,10.5,9.5
1629,2020-01-02,17,0.0,9.8,9.33
1630,2020-01-02,17,0.0,11.0,9.33
1632,2020-04-21,33,173.0,11.84,20.8
1633,2020-04-21,33,220.0,9.49,22.4
1634,2020-04-21,33,280.0,12.3,20.5
1637,2020-04-27,34,109.0,18.01,22.17
1638,2020-04-27,34,168.0,12.3,21.67
1639,2019-12-01,17,3960.0,11.64,10.5
1640,2019-12-01,17,3955.0,12.09,9.4
1641,2019-12-01,17,3935.0,12.68,8.33
1642,2019-12-01,17,3900.0,12.02,9.33
1644,2019-12-08,18,130.0,10.47,9.4
1645,2019-12-08,18,145.0,12.2,8.6
1646,2019-12-08,18,145.0,13.36,9.38
1647,2019-12-15,19,180.0,9.0,11.6
1648,2019-12-15,19,180.0,10.0,10.33
1649,2019-12-15,19,190.0,10.0,9.67
1650,2019-12-15,19,180.0,8.0,11.0
1652,2019-12-22,20,170.0,9.0,11.67
1653,2019-12-22,20,180.0,8.0,11.0
1654,2019-12-22,20,190.0,8.0,11.67
1655,2019-12-27,21,240.0,12.32,6.8
1656,2019-12-27,21,135.0,11.3,6.5
1657,2019-12-27,21,180.0,13.6,7.17
1658,2019-12-27,21,160.0,12.62,7.33
1659,2020-01-03,22,95.0,14.46,7.25
1661,2020-01-03,22,85.0,14.92,7.5
1662,2020-01-03,22,90.0,14.38,6.5
1663,2021-11-20,2,0.0,14.3,7.3
1664,2021-11-20,2,0.0,12.6,7.6
1665,2021-11-20,2,0.0,8.4,7.0
1667,2021-11-26,3,145.0,117.0,8.33
1668,2021-11-26,3,180.0,10.2,7.66
1670,2021-11-26,3,50.0,120.0,8.0
1671,2021-01-06,16,141.0,13.1,5.6
1672,2021-01-06,16,152.0,11.9,5.5
1673,2021-01-06,16,142.0,10.0,6.5
1674,2021-01-06,16,150.0,10.5,6.6
1675,2021-01-13,17,294.0,9.9,9.4
1676,2021-01-13,17,237.0,12.5,8.6
1677,2021-01-13,17,127.0,10.5,9.4
1679,2021-01-27,19,141.0,5.7,11.2
1683,2021-02-03,20,223.0,10.2,11.4
1684,2021-02-03,20,205.0,11.6,10.6
1685,2021-02-03,20,201.0,11.1,11.6
1686,2021-02-03,20,211.0,10.8,11.4
1687,2021-03-10,25,196.0,6.2,15.5
1688,2021-03-10,25,202.0,6.6,14.5
1689,2021-03-10,25,178.0,4.5,15.2
1690,2021-03-10,25,205.0,5.8,15.2
1691,2021-03-24,27,211.0,7.5,16.4
1692,2021-03-24,27,217.0,9.6,15.25
1693,2021-03-24,27,236.0,6.2,16.75
1695,2021-03-31,28,180.0,5.6,17.6
1697,2021-03-31,28,166.0,4.2,17.25
1699,2021-04-07,29,194.0,4.3,18.4
1702,2021-04-07,29,257.0,4.8,18.25
1703,2021-04-14,30,175.0,6.6,19.0
1704,2021-04-14,30,204.0,8.1,18.0
1705,2021-04-14,30,173.0,6.8,18.0
1706,2021-04-14,30,202.0,7.5,18.8
1707,2021-04-21,31,173.0,5.6,19.67
1708,2021-04-21,31,185.0,7.2,18.75
1709,2021-04-21,31,232.0,8.9,18.33
1711,2021-04-29,32,162.0,4.4,20.4
1712,2021-04-29,32,257.0,6.5,19.75
1713,2021-04-29,32,247.0,8.3,21.0
1714,2021-04-29,32,225.0,4.6,20.4
1716,2021-05-20,36,115.0,5.7,21.0
1717,2021-05-20,36,87.0,4.4,21.2
1718,2021-05-20,36,112.0,5.8,21.7
1719,2021-12-01,15,2274.0,7.6,8.5
1720,2021-12-01,15,2585.0,8.2,7.25
1722,2021-12-01,15,2668.0,7.5,8.25
1723,2021-12-08,16,284.0,7.1,9.0
1724,2021-12-08,16,151.0,8.3,8.75
1725,2021-12-08,16,254.0,6.5,8.25
1726,2021-12-08,16,224.0,7.6,8.75
1728,2021-12-22,18,202.0,8.9,10.0
1729,2021-12-22,18,169.0,7.3,10.2
1730,2021-12-22,18,127.0,9.9,10.33
1731,2021-02-11,5,0.0,3.17,0.3
1732,2021-02-11,5,0.0,3.04,0.0
1733,2021-02-11,5,0.0,3.23,0.2
1734,2021-02-11,5,340.0,1.91,0.0
1736,2021-02-18,6,160.0,6.19,0.18
1737,2021-02-18,6,115.0,6.82,0.42
1739,2021-02-25,7,95.0,5.41,1.09
1740,2021-02-25,7,100.0,9.73,0.55
1741,2021-02-25,7,105.0,5.78,1.0
1742,2021-02-25,7,110.0,8.35,0.42
1743,2021-03-04,8,115.0,8.4,1.38
1744,2021-03-04,8,160.0,8.44,1.23
1745,2021-03-04,8,105.0,8.99,1.33
1746,2021-03-04,8,120.0,11.45,1.3
1747,2021-03-11,9,145.0,8.4,2.17
1748,2021-03-11,9,100.0,11.45,1.42
1750,2021-03-11,9,170.0,8.14,2.31
1751,2021-03-18,10,175.0,7.39,3.25
1754,2021-03-18,10,170.0,8.09,3.17
1755,2021-03-24,11,60.0,6.04,4.13
1756,2021-03-24,11,110.0,9.98,3.33
1757,2021-03-24,11,190.0,11.36,4.31
1758,2021-03-24,11,60.0,11.04,3.38
1761,2021-04-01,12,40.0,8.4,4.33
1762,2021-04-01,12,200.0,8.5,4.27
1765,2021-04-07,13,90.0,6.9,5.33
1766,2021-04-07,13,180.0,9.89,5.39
1768,2021-04-14,14,150.0,7.3,5.35
1769,2021-04-14,14,170.0,4.3,6.07
1770,2021-04-14,14,180.0,5.0,6.33
1772,2021-02-20,55,0.0,8.56,9.5
1774,2021-02-20,55,0.0,10.69,9.4
1775,2021-02-28,56,182.0,94.3,9.5
1776,2021-02-28,56,194.0,6.5,9.5
1777,2021-02-28,56,202.0,10.6,10.5
1778,2021-02-28,56,214.0,7.02,11.3
1781,2021-03-06,57,0.0,9.84,11.4
1784,2021-03-13,58,0.0,11.01,2.3
1785,2021-03-13,58,0.0,15.0,1.5
1786,2021-03-13,58,0.0,14.65,1.8
1788,2021-03-21,59,290.0,9.81,3.4
1789,2021-03-21,59,305.0,6.45,3.1
1790,2021-03-21,59,290.0,12.49,2.6
1791,2021-03-28,60,0.0,10.13,4.4
1794,2021-03-28,60,0.0,5.9,4.1
1795,2021-04-09,61,0.0,7.71,6.7
1796,2021-04-09,61,0.0,9.21,6.5
1797,2021-04-09,61,0.0,8.52,6.2
1798,2021-04-09,61,0.0,10.09,5.5
1799,2021-04-28,64,0.0,6.58,9.4
1800,2021-04-28,64,0.0,6.55,8.4
1801,2021-04-28,64,0.0,6.72,8.5
1802,2021-04-28,64,0.0,5.43,8.4
1804,2021-05-16,66,0.0,7.35,12.2
1805,2021-05-16,66,0.0,6.54,9.3
1807,2021-05-22,67,0.0,8.41,12.3
1808,2021-05-22,67,0.0,7.2,9.0
1809,2021-05-22,67,0.0,6.67,9.1
1810,2021-05-22,67,0.0,7.09,9.0
1811,2021-05-29,68,0.0,5.67,11.1
1813,2021-05-29,68,0.0,8.08,9.1
1814,2021-05-29,68,0.0,7.52,9.0
1815,2021-06-05,69,0.0,5.84,12.0
1817,2021-06-05,69,0.0,6.8,9.0
1818,2021-06-05,69,0.0,7.31,9.0
1819,2021-06-10,70,0.0,6.03,12.0
1821,2021-06-10,70,0.0,7.04,9.0
1823,2021-12-22,18,64.0,9.1,0.0
1825,2021-12-22,18,77.0,7.9,8.67
1826,2021-12-22,18,149.0,4.9,9.6
1827,2022-04-06,33,120.0,4.8,17.5
1828,2022-04-06,33,90.0,4.6,19.5
1829,2022-04-06,33,110.0,6.0,17.6
1830,2022-04-06,33,145.0,5.6,18.4
1832,2022-04-13,34,120.0,3.1,20.0
1834,2022-04-13,34,105.0,7.9,19.0
1836,2021-02-17,25,170.0,10.9,16.6
1837,2021-02-17,25,180.0,6.5,16.5
1838,2021-02-17,25,160.0,7.8,16.3
1839,2021-03-02,27,145.0,7.4,14.7
1840,2021-03-02,27,120.0,9.2,15.0
1841,2021-03-02,27,260.0,4.7,14.2
1842,2021-03-02,27,140.0,13.6,14.5
1843,2021-03-30,31,185.0,4.8,19.4
1844,2021-03-30,31,190.0,6.2,20.0
1845,2021-03-30,31,165.0,7.3,19.8
1846,2021-03-30,31,200.0,7.6,17.0
1847,2021-04-13,33,90.0,8.3,21.0
1848,2021-04-13,33,90.0,5.4,21.0
1849,2021-04-13,33,75.0,6.8,21.0
1850,2021-04-13,33,110.0,5.3,18.4
1852,2021-02-16,11,200.0,10.9,5.3
1853,2021-02-16,11,160.0,10.6,5.4
1854,2021-02-16,11,180.0,12.2,6.3
1855,2021-03-03,13,290.0,8.7,6.3
1856,2021-03-03,13,240.0,10.6,6.2
1857,2021-03-03,13,225.0,6.1,7.6
1859,2021-03-10,14,230.0,8.7,7.7
1861,2021-03-10,14,220.0,10.2,7.5
1862,2021-03-10,14,110.0,5.9,7.2
1863,2021-03-24,16,190.0,9.4,7.5
1864,2021-03-24,16,190.0,7.3,7.2
1869,2021-03-31,17,245.0,8.6,9.5
1870,2021-03-31,17,255.0,8.3,9.8
1871,2021-04-22,20,215.0,5.9,10.6
1872,2021-04-22,20,325.0,8.3,10.9
1873,2021-04-22,20,335.0,7.4,10.7
1875,2021-05-26,25,160.0,4.5,14.5
1876,2021-05-26,25,130.0,8.5,14.8
1877,2021-05-26,25,180.0,13.9,14.7
1878,2021-06-01,26,155.0,7.0,15.5
1880,2021-06-01,26,170.0,6.8,15.6
1881,2021-06-08,27,225.0,6.0,17.0
1883,2021-06-08,27,95.0,17.9,17.0
1884,2021-02-09,17,200.0,11.01,8.33
1885,2021-02-09,17,270.0,10.87,8.33
1886,2021-02-09,17,177.0,11.21,9.66
1889,2021-02-16,18,230.0,12.19,9.33
1890,2021-02-16,18,207.0,8.76,10.25
1891,2021-02-16,18,213.0,11.03,9.25
1893,2021-02-23,19,280.0,12.13,10.5
1894,2021-02-23,19,223.0,11.1,12.0
1895,2021-02-23,19,287.0,15.46,10.4
1898,2021-03-02,20,200.0,7.73,12.25
1899,2021-03-02,20,158.0,16.17,10.4
1900,2021-03-09,21,210.0,10.61,11.6
1901,2021-03-09,21,264.0,9.07,12.5
1902,2021-03-09,21,210.0,10.25,12.25
1903,2021-03-09,21,232.0,10.6,11.33
1904,2021-03-16,22,250.0,7.38,12.25
1905,2021-03-16,22,210.0,8.32,13.25
1906,2021-03-16,22,190.0,9.28,13.5
1907,2021-03-16,22,200.0,10.86,12.5
1908,2021-03-24,23,0.0,9.33,12.75
1909,2021-03-24,23,230.0,9.75,13.2
1910,2021-03-24,23,190.0,10.01,13.25
1911,2021-03-24,23,210.0,11.94,12.25
1913,2021-03-30,24,0.0,11.81,13.4
1914,2021-03-30,24,0.0,9.99,14.0
1915,2021-03-30,24,0.0,12.66,12.4
1917,2021-04-20,27,0.0,12.35,14.0
1918,2021-04-20,27,0.0,11.24,14.0
1920,2021-04-27,28,0.0,10.5,13.0
1922,2021-04-27,28,0.0,10.28,14.0
1923,2021-04-27,28,0.0,13.13,13.0
1924,2021-05-04,29,0.0,10.77,13.0
1925,2021-05-04,29,0.0,13.36,14.0
1926,2021-05-04,29,0.0,11.14,14.0
1928,2021-05-11,30,0.0,10.62,13.0
1931,2021-05-11,30,0.0,12.35,13.0
1932,2021-11-16,12,0.0,13.84,2.33
1934,2021-11-16,12,0.0,13.09,2.33
1935,2021-11-16,12,0.0,11.47,2.33
1936,2021-02-13,6,245.0,9.47,1.0
1937,2021-02-13,6,220.0,6.48,0.0
1938,2021-02-13,6,140.0,7.18,0.5
1939,2021-02-13,6,260.0,9.88,1.25
1940,2021-03-06,9,240.0,9.14,1.0
1942,2021-03-06,9,155.0,4.42,1.5
1943,2021-03-06,9,285.0,13.8,1.5
1944,2021-03-24,12,140.0,11.24,3.0
1945,2021-03-24,12,150.0,7.59,0.75
1946,2021-03-24,12,70.0,5.89,0.5
1947,2021-03-24,12,160.0,7.09,2.0
1948,2021-04-15,15,280.0,9.74,0.75
1949,2021-04-15,15,170.0,8.63,2.0
1950,2021-04-15,15,177.0,6.39,1.0
1952,2021-04-22,16,185.0,9.6,1.75
1953,2021-04-22,16,200.0,8.39,1.75
1954,2021-04-22,16,140.0,6.57,2.0
1955,2021-04-22,16,222.0,7.68,2.0
1957,2021-05-12,19,0.0,6.52,0.0
1958,2021-05-12,19,0.0,9.06,0.0
1959,2021-05-12,19,0.0,11.64,0.0
1960,2021-11-24,1,0.0,3.19,0.0
1961,2021-11-24,1,0.0,3.64,0.0
1962,2021-11-24,1,0.0,3.63,0.0
1963,2021-11-24,1,0.0,4.09,0.0
1964,2021-12-04,2,100.0,4.5,0.0
1965,2021-12-04,2,100.0,4.38,0.25
1971,2021-12-11,3,170.0,8.74,0.5
1972,2021-12-18,4,130.0,8.1,0.66
1973,2021-12-18,4,160.0,9.71,0.5
1974,2021-12-18,4,160.0,8.54,0.5
1975,2021-12-18,4,130.0,8.46,0.5
1976,2021-12-25,5,310.0,8.94,1.0
1978,2021-12-25,5,130.0,9.2,1.0
1979,2021-12-25,5,170.0,8.89,0.66
1981,2022-03-31,29,0.0,10.0,17.33
1983,2022-03-31,29,0.0,10.0,18.67
1984,2022-04-07,30,0.0,11.0,20.0
1987,2022-04-07,30,0.0,10.0,21.0
1988,2022-04-20,32,0.0,11.0,20.43
1990,2022-04-20,32,0.0,11.0,18.2
1991,2022-04-20,32,0.0,10.0,21.4
1992,2022-05-05,34,0.0,11.0,0.0
1993,2022-05-05,34,0.0,11.0,19.0
1995,2022-05-05,34,0.0,10.0,0.0
1997,2022-04-04,1,160.0,0.0,0.0
1999,2022-04-04,1,140.0,0.0,0.0
2000,2016-02-21,18,177.5,9.44,8.86
2004,2016-02-28,19,187.5,9.4,8.86
2006,2016-02-28,19,187.5,9.4,8.86
2008,2016-03-06,20,172.5,8.49,8.9
2009,2016-03-06,20,172.5,8.49,8.9
2010,2016-03-06,20,172.5,8.49,8.9
2012,2016-05-08,14,150.0,7.61,7.0
2013,2016-05-08,14,80.0,3.27,7.0
2014,2016-05-08,14,120.0,8.24,7.0
2017,2016-05-29,17,50.0,5.07,7.0
2018,2016-05-29,17,100.0,5.13,7.5
2019,2016-05-29,17,80.0,4.85,6.75
2020,2016-08-21,6,150.0,6.95,2.2
2021,2016-08-21,6,140.0,10.13,1.4
2022,2016-08-21,6,200.0,9.61,1.4
2023,2016-08-21,6,210.0,8.47,2.2
2027,2016-08-28,7,150.0,9.16,3.2
